machine_id,type_machine,age_machine_jours,derniere_maintenance_jours,temperature_moyenne,vibration_moyenne,pression_moyenne,nb_incidents_3_mois,criticite
MCH-KW-00378,compresseur,3856,177,68.6,4.97,13.3,4,haute
MCH-IL-00379,compresseur,1138,58,68.4,4.57,4.13,3,basse
MCH-GA-00380,pompe,638,112,71.2,3.35,5.98,2,basse
MCH-SV-00381,four,5790,149,63.9,3.27,6.48,3,moyenne
MCH-VC-00382,four,3593,85,64.0,4.48,6.86,0,moyenne
MCH-KW-00383,compresseur,2494,54,66.7,3.41,9.75,3,basse
MCH-GY-00384,pompe,3534,37,70.8,2.39,8.14,1,basse
MCH-IN-00385,pompe,370,120,65.0,0.73,10.51,5,basse
MCH-MY-00386,pompe,4932,20,64.2,4.44,8.93,1,basse
MCH-CO-00387,four,1299,56,49.1,3.55,3.82,2,basse
MCH-SV-00388,four,4827,48,89.2,7.13,9.37,2,haute
MCH-KH-00389,pompe,3206,19,71.4,2.86,8.58,1,basse
MCH-KG-00390,presse,1659,66,67.5,3.45,6.44,6,moyenne
MCH-PK-00391,pompe,181,60,57.5,3.49,13.18,1,basse
MCH-KW-00392,compresseur,4895,30,53.0,3.98,9.52,1,moyenne
MCH-GB-00393,convoyeur,1058,173,75.3,1.55,10.35,0,basse
MCH-BN-00394,presse,310,121,63.1,2.88,10.44,1,basse
MCH-AG-00395,four,4535,72,72.5,4.24,6.95,3,moyenne
MCH-PK-00396,pompe,2100,134,48.8,2.5,9.58,3,basse
MCH-VU-00397,pompe,2336,157,83.6,4.19,8.79,0,basse
MCH-TM-00398,compresseur,1482,179,75.8,3.15,6.61,2,basse
MCH-BZ-00399,compresseur,5155,39,64.0,3.6,4.95,4,basse
MCH-BN-00400,four,1783,134,70.6,4.73,8.06,3,moyenne
MCH-SO-00401,presse,1261,61,73.9,2.66,9.47,2,basse
MCH-GH-00402,compresseur,1855,83,49.0,0.82,8.04,3,moyenne
MCH-SD-00403,four,1218,40,85.1,2.6,7.54,2,basse
MCH-IN-00404,convoyeur,1905,70,70.8,1.76,8.07,1,basse
MCH-CO-00405,convoyeur,497,135,56.6,0.0,7.28,5,basse
MCH-MG-00406,convoyeur,951,210,51.8,2.84,11.87,2,basse
MCH-BJ-00407,pompe,2502,64,76.8,3.3,8.68,2,basse
MCH-HN-00408,four,5276,31,67.5,4.53,6.78,6,haute
MCH-MN-00409,pompe,343,232,70.8,1.29,3.48,2,basse
MCH-JM-00410,pompe,1276,37,65.3,3.13,7.51,4,basse
MCH-DJ-00411,compresseur,5450,12,53.0,4.69,6.56,1,moyenne
MCH-OM-00412,compresseur,5340,43,71.1,2.14,6.47,2,basse
MCH-ST-00413,pompe,4076,151,62.6,3.8,10.36,2,basse
MCH-MA-00414,pompe,1442,35,64.7,5.4,8.2,1,basse
MCH-KI-00415,presse,2518,24,93.5,0.21,3.79,3,basse
MCH-VA-00416,four,1267,77,75.4,3.41,9.55,1,basse
MCH-TD-00417,pompe,771,210,76.1,4.74,4.04,1,basse
MCH-SM-00418,compresseur,2279,100,97.6,2.47,9.73,4,haute
MCH-AG-00419,convoyeur,3454,20,69.6,5.08,6.81,3,basse
MCH-TL-00420,four,2159,287,66.4,3.95,8.22,4,moyenne
MCH-TG-00421,presse,3664,92,56.8,5.65,7.94,1,moyenne
MCH-KG-00422,presse,1777,141,59.6,3.87,7.63,2,moyenne
MCH-HR-00423,convoyeur,2075,15,40.4,5.78,8.52,4,haute
MCH-CA-00424,convoyeur,4744,255,74.5,3.45,8.2,2,basse
MCH-CR-00425,pompe,5269,51,49.8,0.95,12.67,0,moyenne
MCH-IN-00426,four,1932,14,75.8,2.05,8.56,0,basse
MCH-CI-00427,four,3429,84,64.5,4.53,8.62,2,moyenne
MCH-CD-00428,pompe,1668,141,66.5,4.5,6.23,1,basse
MCH-CH-00429,presse,320,112,64.5,2.53,8.95,0,basse
MCH-TG-00430,pompe,4427,110,81.6,5.71,5.44,2,haute
MCH-DE-00431,presse,1026,104,79.5,2.47,10.88,1,basse
MCH-IR-00432,four,2554,79,64.7,3.69,4.29,5,basse
MCH-JM-00433,pompe,2922,15,54.2,3.65,5.89,5,basse
MCH-UY-00434,convoyeur,1106,60,76.1,1.0,3.93,4,basse
MCH-GE-00435,pompe,567,53,53.3,2.83,9.05,2,basse
MCH-VC-00436,convoyeur,2088,179,46.3,6.57,6.94,1,haute
MCH-LV-00437,four,5713,152,71.0,1.62,9.71,1,moyenne
MCH-GA-00438,pompe,3690,47,79.6,3.94,5.56,0,basse
MCH-LA-00439,compresseur,2288,125,60.1,1.27,9.33,3,basse
MCH-ZW-00440,four,233,67,69.9,1.6,9.45,3,basse
MCH-IN-00441,compresseur,3601,12,60.0,0.88,8.53,2,basse
MCH-SD-00442,pompe,553,4,73.7,4.41,8.08,3,basse
MCH-RW-00443,convoyeur,3255,115,78.1,1.69,8.34,1,basse
MCH-ID-00444,convoyeur,4511,27,61.8,4.9,5.72,1,basse
MCH-BF-00445,presse,2541,27,52.7,2.2,5.31,4,basse
MCH-BW-00446,compresseur,1796,38,47.5,3.19,9.36,2,basse
MCH-ZW-00447,four,284,117,76.1,3.62,7.08,1,basse
MCH-NO-00448,convoyeur,148,153,51.4,0.57,9.13,4,basse
MCH-IS-00449,compresseur,2580,151,69.5,3.31,11.88,4,moyenne
MCH-BD-00450,four,5300,11,74.3,3.52,6.86,1,basse
MCH-AD-00451,four,1464,37,59.0,4.71,6.5,2,basse
MCH-LT-00452,convoyeur,3444,31,63.0,1.56,7.19,0,basse
MCH-CO-00453,pompe,4105,117,77.0,1.77,8.1,1,moyenne
MCH-DZ-00454,convoyeur,364,37,55.3,3.99,9.54,1,basse
MCH-IN-00455,convoyeur,918,63,54.1,5.12,7.93,3,basse
MCH-DK-00456,pompe,1987,124,62.2,2.11,13.2,2,basse
MCH-SZ-00457,presse,4020,73,80.3,1.15,9.05,0,basse
MCH-PA-00458,four,2634,91,84.3,2.52,9.95,2,moyenne
MCH-TG-00459,pompe,4405,61,63.8,1.48,7.91,2,basse
MCH-MA-00460,presse,5205,142,56.5,3.6,10.53,1,moyenne
MCH-NP-00461,pompe,4550,152,77.8,1.38,7.49,2,basse
MCH-TJ-00462,presse,5953,104,45.0,4.46,6.39,2,haute
MCH-AG-00463,convoyeur,4526,153,68.0,3.32,10.26,1,moyenne
MCH-CG-00464,pompe,5113,350,64.5,4.51,7.86,2,haute
MCH-BO-00465,four,4994,123,80.5,0.0,8.61,0,moyenne
MCH-FM-00466,pompe,4381,69,81.7,0.36,10.45,0,basse
MCH-CZ-00467,convoyeur,4810,93,53.7,4.94,8.35,0,moyenne
MCH-ST-00468,pompe,5608,164,67.0,1.92,7.63,2,haute
MCH-AZ-00469,four,2851,51,58.2,0.8,6.66,2,basse
MCH-MN-00470,presse,3829,47,61.5,2.7,10.65,3,moyenne
MCH-TV-00471,four,3089,92,72.4,3.36,7.15,2,basse
MCH-TG-00472,convoyeur,5106,68,61.0,2.76,7.87,1,basse
MCH-CY-00473,convoyeur,2588,31,67.3,3.7,8.72,0,basse
MCH-NR-00474,presse,4918,81,76.5,3.5,8.71,2,moyenne
MCH-CN-00475,presse,4796,187,83.2,3.42,10.53,2,moyenne
MCH-BB-00476,four,5771,102,68.5,5.02,7.83,0,moyenne
MCH-KP-00477,pompe,1493,25,66.4,2.98,11.44,0,basse
MCH-MM-00478,presse,4257,114,51.7,2.93,7.38,3,basse
MCH-BB-00479,pompe,4541,57,84.0,4.2,8.93,0,basse
MCH-MK-00480,compresseur,5617,276,70.9,3.83,7.54,2,moyenne
MCH-GE-00481,four,5441,108,66.6,1.65,13.23,2,basse
MCH-KZ-00482,compresseur,3441,43,66.0,2.86,7.12,3,moyenne
MCH-HU-00483,presse,3474,120,69.3,3.66,7.35,2,basse
MCH-TL-00484,convoyeur,1003,86,74.3,2.12,8.29,3,basse
MCH-CA-00485,compresseur,5849,175,75.7,2.19,7.33,2,moyenne
MCH-MH-00486,compresseur,1530,47,84.3,0.91,8.79,3,moyenne
MCH-TJ-00487,convoyeur,4348,107,67.9,0.0,11.07,4,basse
MCH-NE-00488,presse,4774,15,86.1,2.44,8.37,2,moyenne
MCH-VN-00489,presse,2647,79,77.7,3.19,8.46,2,basse
MCH-AE-00490,four,1267,25,64.3,1.36,7.43,1,basse
MCH-DE-00491,four,1133,84,45.0,5.07,6.74,2,haute
MCH-GW-00492,presse,5138,98,66.0,1.43,8.24,1,moyenne
MCH-DK-00493,presse,3064,104,83.7,4.37,8.02,4,haute
MCH-EE-00494,compresseur,540,47,55.7,3.63,10.93,0,basse
MCH-NG-00495,convoyeur,4302,80,66.0,6.26,5.6,3,haute
MCH-AR-00496,pompe,1501,160,67.0,3.81,11.64,0,basse
MCH-EE-00497,compresseur,5258,226,76.3,0.83,7.63,2,moyenne
MCH-LK-00498,four,1857,83,60.3,4.58,8.37,2,basse
MCH-LT-00499,convoyeur,1201,163,54.6,5.55,5.34,2,moyenne
MCH-NG-00500,pompe,509,34,71.8,0.34,9.4,2,basse
MCH-SV-00501,presse,3069,53,56.1,3.96,5.6,1,basse
MCH-LK-00502,four,2704,90,43.0,4.29,8.93,2,moyenne
MCH-HU-00503,four,4507,68,87.1,2.68,8.69,1,moyenne
MCH-IQ-00504,compresseur,2787,63,76.1,0.0,7.19,2,basse
MCH-DJ-00505,convoyeur,2062,152,87.6,2.56,2.84,1,moyenne
MCH-ME-00506,convoyeur,1569,29,75.5,2.13,13.4,3,basse
MCH-CD-00507,compresseur,1668,32,73.2,5.29,5.36,1,moyenne
MCH-MU-00508,compresseur,5567,21,69.4,2.87,8.68,3,basse
MCH-AZ-00509,compresseur,990,92,62.8,2.38,6.18,2,basse
MCH-PW-00510,four,5929,57,71.1,2.12,10.62,0,moyenne
MCH-GN-00511,presse,1961,142,58.4,3.49,7.05,4,basse
MCH-FR-00512,four,530,86,52.2,3.09,6.12,4,moyenne
MCH-PK-00513,four,1492,46,61.0,1.82,9.49,2,basse
MCH-MG-00514,four,350,40,80.5,3.4,4.82,3,basse
MCH-KP-00515,pompe,4740,65,50.2,2.16,6.97,1,basse
MCH-GT-00516,four,3075,25,50.4,0.0,9.73,3,basse
MCH-GR-00517,pompe,2021,154,72.1,4.0,11.77,1,basse
MCH-AR-00518,convoyeur,3972,55,60.0,3.86,5.59,2,basse
MCH-KM-00519,convoyeur,3783,17,70.8,3.3,6.47,2,basse
MCH-FI-00520,compresseur,5639,176,76.9,2.34,8.88,2,moyenne
MCH-MZ-00521,pompe,5767,66,70.5,2.89,3.01,2,moyenne
MCH-LS-00522,pompe,4084,114,57.4,4.23,11.39,0,moyenne
MCH-IT-00523,four,4906,47,80.4,2.05,5.5,6,haute
MCH-BJ-00524,compresseur,4754,180,73.9,4.29,6.91,4,haute
MCH-IT-00525,compresseur,2947,35,65.3,0.79,8.65,1,basse
MCH-MG-00526,four,4226,57,64.7,3.25,8.13,1,basse
MCH-BA-00527,pompe,469,12,69.5,3.04,5.59,4,basse
MCH-SE-00528,four,4548,177,61.3,4.5,12.3,2,moyenne
MCH-MZ-00529,four,5770,42,45.4,1.62,1.56,2,haute
MCH-GD-00530,convoyeur,509,93,74.0,1.79,5.19,3,basse
MCH-SO-00531,pompe,5016,103,73.3,0.91,6.41,2,moyenne
MCH-LS-00532,pompe,5597,157,37.4,2.15,5.63,0,haute
MCH-AT-00533,compresseur,1357,88,71.1,3.38,11.05,0,basse
MCH-CI-00534,convoyeur,3148,69,86.1,0.3,3.85,5,moyenne
MCH-IL-00535,pompe,5567,146,51.5,2.34,11.89,2,moyenne
MCH-EE-00536,convoyeur,5761,102,64.1,3.92,7.3,3,moyenne
MCH-TT-00537,pompe,767,61,62.8,2.85,4.6,0,basse
MCH-IN-00538,convoyeur,2094,182,84.9,3.11,2.75,2,basse
MCH-AZ-00539,pompe,4188,108,78.5,0.74,7.46,2,basse
MCH-CD-00540,presse,1329,23,54.5,2.85,6.25,1,basse
MCH-UG-00541,pompe,1948,205,69.1,3.04,8.59,3,basse
MCH-NZ-00542,pompe,139,46,92.6,2.75,6.87,1,basse
MCH-LY-00543,pompe,921,157,57.5,3.23,10.39,1,basse
MCH-ZA-00544,four,3373,18,64.9,2.54,7.64,5,basse
MCH-KW-00545,pompe,3918,146,71.2,2.32,6.94,2,basse
MCH-NZ-00546,convoyeur,3893,24,57.7,1.44,10.43,3,basse
MCH-UZ-00547,convoyeur,4670,86,86.2,4.46,8.57,2,haute
MCH-SE-00548,convoyeur,2491,106,59.3,1.16,9.94,3,basse
MCH-CI-00549,presse,1640,62,48.3,3.24,10.87,4,moyenne
MCH-MV-00550,four,93,75,58.7,5.72,7.27,3,moyenne
MCH-TR-00551,compresseur,1239,30,72.8,4.65,8.1,3,basse
MCH-ET-00552,four,1874,135,55.4,3.76,10.11,1,basse
MCH-IE-00553,compresseur,1069,90,68.6,3.37,1.87,4,basse
MCH-BD-00554,four,120,35,71.8,2.81,7.75,2,basse
MCH-KN-00555,convoyeur,944,92,50.5,1.65,7.44,2,basse
MCH-NZ-00556,presse,3996,95,58.2,2.62,8.94,2,moyenne
MCH-AD-00557,four,3777,78,69.2,3.86,6.0,0,moyenne
MCH-SK-00558,presse,5614,4,73.4,3.58,10.74,2,basse
MCH-SO-00559,four,4789,55,58.5,4.18,6.16,0,moyenne
MCH-LA-00560,convoyeur,3406,134,66.8,4.83,6.85,2,moyenne
MCH-WS-00561,pompe,825,110,61.6,2.76,6.34,0,basse
MCH-SZ-00562,convoyeur,3384,108,73.7,3.29,11.07,0,basse
MCH-LK-00563,pompe,369,89,71.2,0.15,2.79,2,basse
MCH-SV-00564,four,2585,145,60.5,6.38,12.47,1,moyenne
MCH-FJ-00565,compresseur,2341,45,70.7,2.38,11.68,4,basse
MCH-MM-00566,compresseur,2566,37,60.0,3.98,6.59,2,basse
MCH-NR-00567,compresseur,1678,240,70.5,2.38,10.57,0,basse
MCH-BJ-00568,presse,4114,41,70.7,2.34,8.33,6,moyenne
MCH-TL-00569,convoyeur,5045,22,93.5,2.64,12.13,6,haute
MCH-LS-00570,four,4611,61,61.0,1.13,10.38,0,moyenne
MCH-VU-00571,convoyeur,3766,81,63.3,0.0,13.48,1,basse
MCH-KW-00572,compresseur,3230,146,57.2,4.74,4.09,0,moyenne
MCH-HR-00573,pompe,186,55,52.6,3.82,8.48,2,basse
MCH-CM-00574,pompe,4337,54,59.5,1.63,3.69,0,basse
MCH-WS-00575,compresseur,3269,75,73.0,3.68,6.7,5,moyenne
MCH-KG-00576,four,1624,47,73.8,4.24,13.62,3,basse
MCH-SD-00577,convoyeur,1967,18,68.5,1.96,9.17,4,basse
MCH-KR-00578,four,5613,24,61.5,3.62,10.46,3,basse
MCH-TL-00579,pompe,3746,173,59.1,4.51,9.28,2,moyenne
MCH-NE-00580,pompe,2855,124,54.0,0.84,9.13,1,basse
MCH-LR-00581,four,3725,73,58.3,3.8,6.69,3,moyenne
MCH-NA-00582,pompe,2482,110,49.5,3.55,6.23,0,basse
MCH-MC-00583,pompe,2821,127,81.3,5.82,6.63,0,moyenne
MCH-KE-00584,convoyeur,1741,43,87.0,3.84,1.17,2,basse
MCH-TG-00585,four,2639,30,41.8,2.38,7.79,0,basse
MCH-CN-00586,presse,4113,161,68.5,2.56,8.6,0,moyenne
MCH-FI-00587,pompe,239,6,68.3,6.04,6.45,3,moyenne
MCH-NL-00588,four,4770,111,67.5,2.47,7.67,2,moyenne
MCH-TL-00589,four,1697,85,57.9,3.88,9.31,1,basse
MCH-MU-00590,four,4095,150,77.3,2.64,10.21,3,moyenne
MCH-GD-00591,four,3856,114,69.9,4.62,5.01,2,moyenne
MCH-AE-00592,compresseur,3915,109,77.4,4.7,6.01,2,moyenne
MCH-EC-00593,four,3648,32,56.1,2.97,9.88,3,basse
MCH-VE-00594,compresseur,5754,131,48.4,2.39,9.47,4,haute
MCH-TN-00595,four,3050,101,70.2,2.35,11.36,2,basse
MCH-KI-00596,convoyeur,4393,37,53.4,0.41,11.26,0,basse
MCH-NA-00597,presse,4232,86,77.7,3.15,14.04,1,moyenne
MCH-SY-00598,presse,1417,26,39.5,3.12,7.27,1,basse
MCH-AD-00599,presse,1699,65,59.4,1.78,11.95,2,basse
MCH-KI-00600,presse,2544,306,57.6,0.25,5.7,2,basse
MCH-JO-00601,presse,1666,31,61.0,3.31,13.99,1,basse
MCH-GE-00602,presse,2200,18,68.1,3.5,9.14,4,basse
MCH-NR-00603,pompe,2345,24,69.8,3.59,9.36,4,basse
MCH-TT-00604,four,3623,64,72.7,1.52,10.47,0,basse
MCH-UZ-00605,convoyeur,1319,120,74.1,3.6,4.61,5,basse
MCH-TD-00606,compresseur,4825,77,62.9,2.73,5.31,1,basse
MCH-LI-00607,convoyeur,2625,20,90.3,4.3,8.29,0,basse
MCH-PT-00608,four,4237,119,81.6,1.54,8.86,2,moyenne
MCH-PA-00609,four,488,10,61.3,4.73,13.21,2,basse
MCH-PA-00610,four,2819,23,63.4,5.26,5.63,2,basse
MCH-GQ-00611,convoyeur,169,46,61.0,3.17,11.85,2,basse
MCH-GH-00612,presse,4055,157,69.4,3.61,7.34,0,basse
MCH-SE-00613,compresseur,2062,79,53.3,4.18,7.3,2,basse
MCH-PY-00614,presse,5695,81,55.5,1.46,7.59,3,moyenne
MCH-LK-00615,presse,1944,21,39.0,2.27,7.24,2,basse
MCH-DO-00616,compresseur,3382,50,60.2,3.28,9.22,2,basse
MCH-KM-00617,compresseur,1544,142,77.8,6.04,7.01,5,haute
MCH-BS-00618,pompe,3720,97,63.2,1.21,4.47,1,basse
MCH-JM-00619,pompe,2802,122,63.8,5.46,7.33,0,moyenne
MCH-SG-00620,convoyeur,2223,73,68.3,2.71,9.14,3,basse
MCH-HR-00621,convoyeur,1222,143,53.0,2.95,4.49,3,basse
MCH-ZW-00622,pompe,669,21,65.3,4.83,9.45,1,basse
MCH-VN-00623,convoyeur,719,63,75.7,6.03,10.95,4,moyenne
MCH-LT-00624,presse,5994,107,68.7,3.63,11.7,2,haute
MCH-BW-00625,compresseur,2473,14,76.7,4.75,8.84,0,basse
MCH-GB-00626,compresseur,11,3,80.2,1.62,3.49,0,basse
MCH-GW-00627,compresseur,5717,240,73.0,2.21,9.62,6,haute
MCH-GQ-00628,convoyeur,119,80,56.4,0.97,10.42,0,basse
MCH-KR-00629,compresseur,2511,12,60.9,2.23,6.26,1,basse
MCH-GR-00630,presse,4304,78,88.2,3.85,7.82,0,moyenne
MCH-FJ-00631,compresseur,5487,23,68.8,3.32,9.21,4,moyenne
MCH-CY-00632,convoyeur,4277,32,67.2,5.59,12.47,5,moyenne
MCH-AR-00633,compresseur,2781,161,54.7,6.08,7.36,5,haute
MCH-BD-00634,pompe,5846,47,63.9,2.8,10.23,0,moyenne
MCH-HN-00635,presse,235,46,73.6,1.98,8.79,2,basse
MCH-PY-00636,compresseur,5921,22,65.2,4.74,8.5,0,basse
MCH-VA-00637,compresseur,5096,56,58.8,4.9,11.33,2,moyenne
MCH-BN-00638,presse,5573,84,61.6,3.66,5.92,2,moyenne
MCH-PH-00639,four,1528,47,79.3,4.06,8.58,1,moyenne
MCH-NI-00640,presse,854,283,73.0,3.82,8.07,3,moyenne
MCH-ZM-00641,four,3979,28,71.4,1.52,4.23,3,basse
MCH-TR-00642,four,3095,28,70.3,1.17,11.08,2,basse
MCH-FI-00643,convoyeur,3139,54,50.8,2.92,10.07,4,basse
MCH-VC-00644,presse,5547,261,68.3,2.7,8.08,2,haute
MCH-MC-00645,compresseur,3720,123,77.8,3.42,7.35,4,moyenne
MCH-MV-00646,convoyeur,1866,45,61.9,2.8,8.0,0,basse
MCH-SA-00647,convoyeur,2400,45,76.7,0.45,9.77,1,basse
MCH-MZ-00648,four,800,27,71.5,0.0,8.13,2,basse
MCH-HN-00649,four,1153,52,74.9,4.11,6.33,0,basse
MCH-CY-00650,convoyeur,860,62,65.6,2.01,6.71,2,basse
MCH-TD-00651,presse,4861,119,75.6,2.65,7.97,1,moyenne
MCH-FM-00652,compresseur,4229,102,47.4,2.16,5.67,2,moyenne
MCH-AF-00653,four,3182,51,65.4,1.63,8.83,2,basse
MCH-GB-00654,convoyeur,2246,198,73.6,1.59,6.02,2,basse
MCH-CD-00655,convoyeur,4010,40,68.6,4.53,5.61,3,basse
MCH-NO-00656,presse,4877,17,78.1,2.64,15.98,0,basse
MCH-GN-00657,presse,5287,87,63.1,3.95,12.85,0,moyenne
MCH-EE-00658,pompe,3282,153,58.4,4.15,8.36,1,moyenne
MCH-MC-00659,compresseur,4919,70,45.3,3.47,10.13,3,moyenne
MCH-SI-00660,pompe,3067,21,61.7,4.2,10.55,2,basse
MCH-PL-00661,presse,2847,82,71.2,3.02,7.81,2,basse
MCH-BE-00662,pompe,5192,90,74.1,5.05,8.71,3,haute
MCH-TH-00663,compresseur,2318,97,48.2,4.24,7.34,4,haute
MCH-HU-00664,convoyeur,2375,83,79.1,4.43,11.14,3,moyenne
MCH-CM-00665,presse,1829,167,53.3,1.59,11.17,2,basse
MCH-PH-00666,convoyeur,3112,27,63.5,3.39,11.9,0,basse
MCH-CR-00667,four,3269,1,58.2,0.25,8.66,3,basse
MCH-PL-00668,four,3962,10,70.0,5.1,13.42,1,moyenne
MCH-TL-00669,pompe,2583,21,66.1,2.07,7.81,1,basse
MCH-SM-00670,four,1307,135,73.1,2.27,13.12,4,basse
MCH-TJ-00671,presse,5201,55,87.1,0.95,6.84,5,haute
MCH-UG-00672,presse,2076,209,69.8,2.95,4.76,3,basse
MCH-LB-00673,pompe,5537,25,58.1,2.6,13.07,3,basse
MCH-TW-00674,presse,1244,206,70.5,5.73,9.65,1,moyenne
MCH-PA-00675,presse,3360,33,88.3,4.29,9.3,3,haute
MCH-VA-00676,convoyeur,3219,62,72.9,2.23,7.1,0,basse
MCH-WS-00677,pompe,4971,13,76.3,0.5,5.89,1,basse
MCH-SD-00678,convoyeur,833,188,45.9,0.0,6.12,3,basse
MCH-NP-00679,four,5459,69,69.6,1.46,8.35,1,moyenne
MCH-SY-00680,presse,3188,291,61.8,1.0,7.62,0,moyenne
MCH-PE-00681,pompe,3516,158,56.8,3.52,3.15,2,basse
MCH-DJ-00682,four,3060,60,64.7,2.78,12.23,3,basse
MCH-CH-00683,four,216,38,66.3,3.03,6.95,2,basse
MCH-PY-00684,pompe,2982,139,57.5,1.58,11.1,4,moyenne
MCH-PG-00685,four,1581,75,67.3,3.23,6.24,1,basse
MCH-IL-00686,convoyeur,2056,36,62.9,0.87,8.39,1,basse
MCH-GB-00687,convoyeur,3894,79,73.4,2.87,10.43,1,basse
MCH-HU-00688,convoyeur,2986,8,67.7,4.25,10.09,2,basse
MCH-DZ-00689,presse,559,98,69.5,2.45,7.33,1,basse
MCH-IS-00690,four,438,113,76.8,3.67,9.27,2,basse
MCH-SK-00691,presse,1113,24,71.7,0.03,9.69,2,basse
MCH-RU-00692,four,1145,170,64.9,0.0,7.63,2,basse
MCH-YE-00693,four,3649,146,40.0,3.49,5.22,3,haute
MCH-GY-00694,pompe,1066,92,71.2,4.57,6.44,1,basse
MCH-IS-00695,compresseur,5290,31,54.1,2.64,7.05,6,moyenne
MCH-OM-00696,presse,1258,118,64.0,6.22,8.07,4,haute
MCH-BO-00697,convoyeur,546,53,69.5,0.83,11.98,1,basse
MCH-LC-00698,pompe,5254,84,81.0,1.98,10.27,2,moyenne
MCH-JO-00699,pompe,1771,126,87.1,3.21,5.96,2,moyenne
MCH-GW-00700,convoyeur,2552,17,53.9,3.7,12.59,1,basse
MCH-IR-00701,presse,5754,12,49.2,2.12,7.8,1,basse
MCH-LT-00702,pompe,5666,49,68.9,1.41,9.68,3,moyenne
MCH-LB-00703,pompe,4289,259,67.9,3.93,5.65,2,moyenne
MCH-SR-00704,pompe,413,299,50.6,3.2,6.87,2,basse
MCH-BR-00705,convoyeur,3560,97,64.8,2.48,10.59,5,moyenne
MCH-CU-00706,pompe,5934,149,72.2,3.75,5.8,2,moyenne
MCH-CZ-00707,convoyeur,5681,71,50.2,2.8,8.14,2,moyenne
MCH-HT-00708,convoyeur,636,79,53.1,2.79,9.18,2,basse
MCH-MV-00709,convoyeur,2375,62,57.3,2.74,5.44,1,basse
MCH-MD-00710,presse,1893,161,62.5,1.77,3.56,1,basse
MCH-DE-00711,convoyeur,778,211,73.3,1.62,10.27,1,basse
MCH-MA-00712,presse,4168,77,61.1,2.21,15.16,3,moyenne
MCH-GH-00713,presse,1643,79,65.7,3.05,9.15,0,basse
MCH-BI-00714,four,2069,64,92.0,0.19,9.63,4,moyenne
MCH-NI-00715,presse,542,214,53.5,4.42,5.79,1,basse
MCH-NE-00716,convoyeur,2987,136,57.2,3.03,11.67,1,basse
MCH-LS-00717,convoyeur,949,30,73.1,1.4,7.06,3,basse
MCH-SR-00718,compresseur,2592,253,76.9,5.42,10.91,2,moyenne
MCH-PT-00719,convoyeur,860,4,70.0,3.06,9.52,3,basse
MCH-NI-00720,pompe,5723,200,86.7,1.0,9.58,1,haute
MCH-BH-00721,four,869,152,68.8,5.36,9.48,1,moyenne
MCH-GA-00722,four,3131,78,41.3,5.03,9.4,2,haute
MCH-NL-00723,pompe,1181,76,66.2,1.64,8.71,2,basse
MCH-MW-00724,presse,458,67,58.1,2.52,10.42,0,basse
MCH-TV-00725,pompe,1213,31,81.6,2.31,6.18,3,basse
MCH-MC-00726,presse,328,240,76.6,0.17,7.4,3,basse
MCH-AO-00727,pompe,836,74,45.9,3.49,11.67,0,basse
MCH-TR-00728,convoyeur,2960,31,81.2,4.27,8.43,2,basse
MCH-MU-00729,presse,3910,230,76.3,3.99,7.19,2,moyenne
MCH-QA-00730,presse,524,105,61.1,3.05,10.59,2,basse
MCH-AF-00731,convoyeur,2646,110,64.1,4.41,10.09,0,basse
MCH-MH-00732,four,3487,266,81.7,1.3,4.75,0,basse
MCH-KG-00733,presse,1405,121,41.3,5.73,9.82,2,haute
MCH-GB-00734,compresseur,2232,43,70.3,1.84,8.34,3,basse
MCH-MW-00735,presse,431,121,78.1,2.01,9.78,2,basse
MCH-NL-00736,presse,1320,34,63.9,2.14,8.03,2,basse
MCH-SO-00737,compresseur,2800,51,72.8,2.03,9.16,4,basse
MCH-AE-00738,presse,5942,94,66.2,2.71,3.42,2,moyenne
MCH-LK-00739,four,5977,147,55.6,2.65,5.76,3,moyenne
MCH-ST-00740,four,5877,46,55.3,3.19,9.85,0,basse
MCH-UY-00741,presse,2538,65,73.5,1.77,14.55,3,basse
MCH-GN-00742,presse,484,65,57.4,3.25,8.92,3,basse
MCH-RU-00743,compresseur,1941,165,46.7,1.36,6.27,1,basse
MCH-GN-00744,presse,1426,76,66.5,4.1,8.34,2,basse
MCH-IR-00745,compresseur,84,251,58.8,4.08,5.77,4,moyenne
MCH-NZ-00746,convoyeur,571,51,50.6,2.99,11.12,0,basse
MCH-RU-00747,compresseur,2719,47,65.9,2.03,8.12,1,basse
MCH-AT-00748,compresseur,2037,197,74.2,3.47,10.63,4,basse
MCH-MW-00749,pompe,1082,114,65.2,1.67,7.62,1,basse
MCH-LU-00750,four,4296,192,52.2,3.05,10.85,1,basse
MCH-SV-00751,pompe,2142,23,70.8,2.77,3.94,1,basse
MCH-GD-00752,pompe,5111,75,77.4,6.94,8.06,2,haute
MCH-NA-00753,four,1445,94,91.6,1.16,9.35,1,basse
MCH-RS-00754,convoyeur,3230,89,82.3,0.0,7.33,0,basse
MCH-DM-00755,convoyeur,1104,66,52.9,2.04,8.9,3,basse
MCH-PT-00756,presse,2971,88,75.3,0.43,8.86,0,basse
MCH-CN-00757,compresseur,914,91,68.1,1.91,10.62,3,basse
MCH-VU-00758,pompe,969,46,51.2,1.05,9.55,2,basse
MCH-SN-00759,presse,3673,161,68.4,1.64,8.98,3,basse
